ID;CODE;DRUG-GENERIC1;CONNECTOR1;CATEGORY;CONNECTOR2;CONNECTOR3;OPTIONAL CONNECTOR1;with…..;OPTIONAL CONNECTOR2;CONNECTOR4;FORMULA;CONNECTOR5;DRUG-GENERIC2;CONNECTOR6;COUNTRY;CONNECTOR7;NAMES-TRADE;NAMES-OLD;CONNECTOR8;TEXT for HOW IT MIGHT WORK;REFERENCE1;REFERENCE;COMBINATION_new;DEPOT1_new;DEPOT2_new;COMBINATION;DEPOT1;DEPOT2;Drug-generic (with additions);;;
184;A.III.19 ;Prideperone;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;N-[2-(4-(p-fluorobenzoyl)piperidino)ethyl]-2-methoxy benzamide-5-carbonitrile;. ;Prideperone; has been marketed or used in ;Switzerland; under the trade or premarketing names of ;CGP 19.736 A;NM: CGP 19.736 A Novartis (Ciba-Geigy, CH);. ;Preliminary pharmacological investigations. According to animal studies potential neuroleptic compound. So far insufficient data.;RF: Prideperone. Suppl WHO Chronicle vol 39(4): 15, 1985.;Prideperone. Suppl WHO Chronicle vol 39(4): 15, 1985.;;;;;;;prideperone;;;
185;A.III.19 ;Dazopride;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;4-amino-5-chloro-N-(1,2-diethyl-4-pyrazolidinyl)-oanisamide Potential neuroleptic. Antiemetic properties. Studied in the management of gastrointestinal disturbances.;. ;Dazopride; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;;RF: Costall B, Domeney AM, Gunning SJ, et al: The action of dazopride to enhance gastric emptying and block emesis. Neuropharmacology 26(7A): 669-677, 1987.;Costall B, Domeney AM, Gunning SJ, et al: The action of dazopride to enhance gastric emptying and block emesis. Neuropharmacology 26(7A): 669-677, 1987.;;;;;;;dazopride;;;
186;A.III.19 ;Iodosulpride;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;N-[-1-cyclopropylmethyl-2-pyrrolidinyl) methyl]-5-ethyl sulfonyl-4-iodo-2-methoxybenzamide;. ;Iodosulpride; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Highly sensitive and selective ligand for dopamine D 2 receptors. Putative neuroleptic agent.;RF: Sales N, Martres MP, Bouthenet ML: Ontogeny of dopaminergic D receptors in the rat nervous system: characterization and 2 detailed autoradiographic mapping with [ I] iodosulpride. Neurosci 28: 673-700, 1989 - Rognan D, 125 Sokoloff P, Mann P, et al: Optically active benzamides as protective tools for mapping the dopamine D 2 receptor. Eur J Pharmacol. Mol Pharmacol Sect 189: 59-70, 1990.;Sales N, Martres MP, Bouthenet ML: Ontogeny of dopaminergic D receptors in the rat nervous system: characterization and 2 detailed autoradiographic mapping with [ I] iodosulpride. Neurosci 28: 673-700, 1989 - Rognan D, 125 Sokoloff P, Mann P, et al: Optically active benzamides as protective tools for mapping the dopamine D 2 receptor. Eur J Pharmacol. Mol Pharmacol Sect 189: 59-70, 1990.;;;;;;;iodosulpride;;;
187;A.III.19 ;Tiapride;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;N-[2-(diethylamino)ethyl]-5-methylsulfonyl-o-anisamide HCl;. ;Tiapride; has been marketed or used in ;France, Switzerland, Belgium, Greece, Germany, Austria, ItalyPortugal, Spain; under the trade or premarketing names of ;Tiapridal, Tiapridex, Delpral, Equilium, Italprid, Luxoben, Normagit, Sereprile, Tiapride, Tiaprizal;NM: Tiapridal Synthélabo , F, CH, B - Delagrange GR, PORT- Lorex Synthélabo NL:tabs. 100mg - amps. 100mg/2ml NM: Tiapridex Synthelabo, BRD: tabs. 100mg - amps. 100mg/2ml NM: Delpral Byk, A: tabs. 100mg - amps. 100mg/2ml NM: Equilium Fumouze, F: tabs. 100mg - amps. 100mg/2ml NM: Italprid Teofarma, ITA: tabs. 100mg - amps.100mg/2ml NM: Luxoben Asta Medica, ITA: tabs. 100mg NM: Normagit Fidelis, PORT: sol. NM: Sereprile Synthelabo, ITA: tabs. 100mg - amps. 100mg/2ml NM: Tiapride Panpharma, F - Delagrange, ESP: same as Tiapridal NM: Tiaprizal Delagrange, ESP: tabs. 100mg - amps.100mg/2ml - sol.12mg/ml (=24drops);. ;Dopamine D antagonist. Promoted as 'visceral neuromodulator'. Reports on the treatment of 2 alcoholism, chorea, pain conditions, parkinsonism, nausea, mood disturbances and tardive dyskinesia. Studied in the management of cognitive dysfunction in the elderly. Significant analgesic effects. Elimination half-life 3 to 4 hours.;RF: Bukatina EE, Grigoriyeva IV, Smirnov OR: Tiapride with senile psychosis. The effect on negative symptoms of schizophrenia. Neuropsychopharmacology 4/3: 390 (abst P-3-33), 1994 - Peters DH, Faulds D: Tiapride: A review of its pharmacology and therapeutic potential in the management of alcohol dependence syndrome. Drugs 47/6: 1010-1032, 1994 - Shaw GK, Waller S, Majumdar Sk & al: Tiapride in the prevention of relapse in recently detoxified alcoholics. Br J Psychiatry 165/OCT: 515-523, 1994.;Bukatina EE, Grigoriyeva IV, Smirnov OR: Tiapride with senile psychosis. The effect on negative symptoms of schizophrenia. Neuropsychopharmacology 4/3: 390 (abst P-3-33), 1994 - Peters DH, Faulds D: Tiapride: A review of its pharmacology and therapeutic potential in the management of alcohol dependence syndrome. Drugs 47/6: 1010-1032, 1994 - Shaw GK, Waller S, Majumdar Sk & al: Tiapride in the prevention of relapse in recently detoxified alcoholics. Br J Psychiatry 165/OCT: 515-523, 1994.;;;;;;;tiapride;;;
188;A.III.19 ;Mosapride;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;4-amino-5-chloro-2-ethoxy-H-[[4-(p-fluorobenzyl)-2- morpholinyl]methyl] benzamide;. ;Mosapride; has been marketed or used in ;Japan; under the trade or premarketing names of ;AS 4370;NM: AS 4370 (Dainippon, JPN);. ;Pharmacological studies suggest potent gastrokinetic activity without dopamine D receptor antagonist effects. 5-HT agonist. 2 4 Steady state after 2 days of multiple administration.;RF: Sakashita M, Yamaguchi T, Miyazaki H & al: Pharmacokinetics of the gastrokinetic agent mosapride citrate after single and multiple oral administration in healthy subjects. Arzneim Forsch 43(8): 867-872, 1993 - Sakashita M, Mizuki Y, Hashizume T & al: Pharmacokinetics of the gastrokinetic agent masopride citrate after intravenous and oral administrations in rats. Arzneim Forsch 43(8): 859-863, 1993.;Sakashita M, Yamaguchi T, Miyazaki H & al: Pharmacokinetics of the gastrokinetic agent mosapride citrate after single and multiple oral administration in healthy subjects. Arzneim Forsch 43(8): 867-872, 1993 - Sakashita M, Mizuki Y, Hashizume T & al: Pharmacokinetics of the gastrokinetic agent masopride citrate after intravenous and oral administrations in rats. Arzneim Forsch 43(8): 859-863, 1993.;;;;;;;mosapride;;;
189;A.III.19 ;Batanopride;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;(±)-4-amino-5-chloro-N-[2-(diethylamino) ethyl]-2-[(1- methylacetonyl)oxy]benzamide;. ;Batanopride; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Antiemetic agent. No psychotropic properties reported. Development apparently discontinued.;RF: WHO Drug Information 3(2): 88, 1989 - King GL, Landauer MR: Effects of zacopride and BMY 25801 (batanopride) on radiationinduced emesis and locomotor behavior in the ferret. J Pharmacol Exp Ther 253: 1026-1033, 1990.;WHO Drug Information 3(2): 88, 1989 - King GL, Landauer MR: Effects of zacopride and BMY 25801 (batanopride) on radiationinduced emesis and locomotor behavior in the ferret. J Pharmacol Exp Ther 253: 1026-1033, 1990.;;;;;;;batanopride (BMY 25.801);;;
190;A.III.19 ;LY 104.119;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;[R-(R,S)]-4-[3-[(2-hydroxy-2-phenylethyl)amino]butyl] benzamide HCl;. ;LY 104.119; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Weight-reducing agent, increasing heath production according to animal studies. Reported to be a -agonist. Stimulates AMP concentrations in adipose tissue and enhances lipolysis. Preliminary studies.;RF: Yen TT, Fuller RW, Hemrick-Luecke SK, et al: Effects of LY 104119, a thermogenic weight-reducing compound, on norepinephrine concentrations and turnover in obese and leane mice. Int J Obesity 12: 59-67, 1988.;Yen TT, Fuller RW, Hemrick-Luecke SK, et al: Effects of LY 104119, a thermogenic weight-reducing compound, on norepinephrine concentrations and turnover in obese and leane mice. Int J Obesity 12: 59-67, 1988.;;;;;;;LY 104.119;;;
191;A.III.19 ;Bromopride;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;4-amino-5-bromo-N-[2-(diethylamino)ethyl]-2-methoxybenzamide;. ;Bromopride; has been marketed or used in ;Germany, Italy, Spain; under the trade or premarketing names of ;Viaben, Cascapride, Plesium, Valopride, Opridan;NM: Viaben Schürholz, BRD: amps. 10mg/2ml - caps. 10mg - drops 12mg/ml (1gt ½ mg) (range deleted) NM: Cascapride Merck, BRD: caps. 10mg NM: Plesium Chiesi, ITA: caps. 10mg - amps. 10mg/2ml NM: Valopride Delagrange, ESP (deleted) - Synthelabo, ITA: caps. 10mg - amps. 10mg/2ml NM: Opridan Locatelli, ITA: f-c tabs.60mg - sol.60mg/10ml;. ;Used in the treatment of gastrointestinal disturbances. Insignificant neuroleptic-like properties. Terminal plasma half-life about 2.6 hours.;RF: Nasello AG, Felicio LF: Avoidance behavior, prolactin, HVA, and DOPAC in offspring of bromoprid-treated rats. Pharmacol Biochem Behav 37: 571-575, 1990 -Nasello AG, Vanzeler MLA, Felicio LF, et al: A comparison of bromopride and domperidone effects on rat conditioned avoidance and motor activity. Pharmacol Toxicol 68: 46-50, 1991.;Nasello AG, Felicio LF: Avoidance behavior, prolactin, HVA, and DOPAC in offspring of bromoprid-treated rats. Pharmacol Biochem Behav 37: 571-575, 1990 -Nasello AG, Vanzeler MLA, Felicio LF, et al: A comparison of bromopride and domperidone effects on rat conditioned avoidance and motor activity. Pharmacol Toxicol 68: 46-50, 1991.;;;;;;;bromopride;;;
192;A.III.19 ;Cisapride;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;(cis)-4-amino-5-chloro-N-[1-[3-(p-fluorophenoxy)propyl]-3- methoxy-4-piperidyl]-o-anisamide;. ;Cisapride; has been marketed or used in ;Belgium, France, Austria, Sweden, Switzerland, Netherlands, Norway, Denmark, United Kingdom, Finland, Italy, Germany, Spain; under the trade or premarketing names of ;Prepulsid, Alimix, Arcasin, Cipril, Cyprid, Fisiogastrol, Kelosal, Propulsin, Pulsitil, Trautil;NM: Prepulsid Janssen Cilag, B, F, A, SWE, CH - Janssen NL, NOR, DK, UK, FIN: tabs. 5mg (not in B, DK, UK, SWE), 10mg, 20mg (not in UK) - mixt./susp. 1mg/ml (not in UK, DK) - (in B, FIN also suppos. 30mg) - Janssen Cilag, ITA: tabs.10mg - efferv.tabs 10mg - susp. 0.1 % NM: Alimix S.K.B., BRD: tabs. 5mg, 10mg - susp.1mg/ml NM: Alimix Janssen, UK: tabs. 10mg NM: Alimix Cilag Farmaceutica, ITA: tabs.10mg - efferv.tabs. 10mg - susp.0.1 % NM: Arcasin Esteve, ESP: tabs.5mg, 10mg - susp.1mg/ml - powders 10mg NM: Cipril Fisons Italchemici, ITA: tabs.10mg - efferv.tabs. 10mg - susp.0.1 % NM: Cyprid Janssen Cilag, B: tabs.5mg - drops 1mg/ml NM: Fisiogastrol S.A.L.V.A.T, ESP: tabs.5mg, 10mg - susp.1mg/ml NM: Kelosal Kendall, ESP: tabs.5mg, 10mg - susp.1mg/ml NM: Propulsin Janssen, BRD: tabs. 5mg, 10mg - susp.1mg/ml NM: Pulsitil Janssen Cilag, A: tabs. 5mg, 10mg - susp.1mg/ml NM: Trautil C.E.P.A, ESP: tabs.5mg, 10mg - susp.1mg/ml;. ;ACR stimulator. No antidopaminergic action. Stimulates gastrointestinal motility. Studied in the treatment of functional constipation. Trials in the management of cystic fibrosis. Terminal plasma half-life about 10 hours.;RF: Stacher G, Bergmann H, Gaupmann G, et al: Fat preload delays gastric emptying: reversal by cisapride. Br J Clin Pharmacol 30: 839-845, 1990 - Fumagalli I, Hammer B: Cisapride versus metoclopramide in the treatment of functional dyspepsia. A double-blind comparative trial. Scand J Gastroenterol 29(1): 33-37, 1994 - Diaz Neira W, Sanchez Bernados V, Mena MA, Garcia de Yebenes J: Effects of cisapride on plasma L-dopa levels and clinical response to Parkinson's disease. Arch Neurobiol (Madrid) 57(1): 26, 1994.;Stacher G, Bergmann H, Gaupmann G, et al: Fat preload delays gastric emptying: reversal by cisapride. Br J Clin Pharmacol 30: 839-845, 1990 - Fumagalli I, Hammer B: Cisapride versus metoclopramide in the treatment of functional dyspepsia. A double-blind comparative trial. Scand J Gastroenterol 29(1): 33-37, 1994 - Diaz Neira W, Sanchez Bernados V, Mena M A, Garcia de Yebenes J: Effects of cisapride on plasma L-dopa levels and clinical response to Parkinson's disease. Arch Neurobiol (Madrid) 57(1): 26, 1994.;;;;;;;cisapride;;;
193;A.III.19 ;Renzapride;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;(±)-(endo)-4-amino-5-chloro-2-methoxy-N-(1-azabicyclo [3.3.1]non-4-yl)benzamide (hydrochloride);. ;Renzapride; has been marketed or used in ;United Kingdom; under the trade or premarketing names of ;BRL 24.924;NM: BRL 24.924 SmithKline Beecham, UK;. ;Low affinity for dopamine receptors and only minor CNS effects. 5-HT receptor antagonist and 5-HT receptor agonist. 3 4 Potent gastrokinetic action reported. Antiemetic properties.;RF: Karasawa T, Yoshida N, Furukawa K, et al: Comparison of gastrokinetic effects of AS-4370, cisapride and BRL 24924. Abstr XI Int Congr Pharm. Eur J Pharmacol 183: 2181, 1990 - Sanger GJ: New antiemetic drugs. Can J Physiol Pharmacol 68: 314-324, 1990 - Steward LJ, Barnes NH: The 5-HT receptor 4 agonists renzapride and (S)-zacopride stimulate dopamine release from rat striatal slices. Br J Pharmacol 111 (suppl): 155P, 1994. Abstr.;Karasawa T, Yoshida N, Furukawa K, et al: Comparison of gastrokinetic effects of AS-4370, cisapride and BRL 24924. Abstr XI Int Congr Pharm. Eur J Pharmacol 183: 2181, 1990 - Sanger GJ: New antiemetic drugs. Can J Physiol Pharmacol 68: 314-324, 1990 - Steward LJ, Barnes NH: The 5-HT receptor 4 agonists renzapride and (S)-zacopride stimulate dopamine release from rat striatal slices. Br J Pharmacol 111 (suppl): 155P, 1994. Abstr.;;;;;;;renzapride;;;
194;A.III.19 ;Alizapride;is in the ;benzamides (o-anisamide); category of antipsychotic.;It has a;;;;full chemical formula of ;N-[(1-allyl-2-pyrrolidinyl)methyl]-6-methoxy-1H-benzotriazole- 5-carboxamide;. ;Alizapride; has been marketed or used in ;Belgium, Spain, Netherlands, Greece, Italy, France, Switzerland, Germany; under the trade or premarketing names of ;Litican, Lyostene, Limican, Nausilen, PliticanLitican Vergentan;NM: Litican Synthélabo, B, ESP (deleted) - Lorex, NL: tabs. 50mg - amps. 50mg/2ml - drops 12mg/ml NM: Lyostene Niadas, GR: tabs. 50mg - drops - amps. 50mg/2ml - suppos. 20mg, 50mg NM: Limican Synthelabo, ITA: tabs. 50mg - amps. 50mg/2ml NM: Nausilen Baldacci, ITA: tabs. 55.8mg - drops 1.34 % - amps. 55.8mg/2ml - suppos.55.8mg NM: Plitican Synthélabo, F, CH: same presentations as Litican NM: Vergentan Synthelabo, BRD: tabs. 50mg - amps. 50mg/2ml;. ;Used in the treatment of nausea and vomiting. Dosage 50 to 100 mg tdd. May induce minor neuroleptic-like effects. At high dosage sedation, orthostatic hypotension and hyperprolactinemie reported. Elimination half-life approx. 3 hours.;RF: Beauffigeau A, Raud Y: Nouvelles indications de l'alizapride (Plitican) dans le domaine cardiovasculaire. Sem Hop 61: 3111-3113, 1985 - Joss RA, Galeazzi RL, Bischoff AK, et al: The antiemetic activity of highdose alizapride and highdose meticlopramide in patients receiving cancer chemotherapy: a prospective, randomized, double-blind trial. Clin Pharmacol Ther 39: 619-624, 1986.;Beauffigeau A, Raud Y: Nouvelles indications de l'alizapride (Plitican) dans le domaine cardiovasculaire. Sem Hop 61: 3111-3113, 1985 - Joss RA, Galeazzi RL, Bischoff AK, et al: The antiemetic activity of highdose alizapride and highdose meticlopramide in patients receiving cancer chemotherapy: a prospective, randomized, double-blind trial. Clin Pharmacol Ther 39: 619-624, 1986.;;;;;;;alizapride;;;
195;A.III.2 0a ;Timelotem;is in the ;benzodiazepine; category of antipsychotic.;It has a;;;;full chemical formula of ;(±)-10-fluoro-1,2,3,4,4a,5-hexahydro-3-methyl-7-(2- thienyl)pyrazino[1,2-a][1,4]benzodiazepine;. ;Timelotem; has been marketed or used in ;Germany; under the trade or premarketing names of ;KC 7507;NM: KC 7507 Kali-Chemie/Solvay, BRD;. ;Tricyclic benzodiazepine, almost devoid of typical tranquilizer properties. Lack of binding to benzodiazepine receptors/ absence of muscle relaxing and anticonvulsant effects. Pharmacological profile of an antipsychotic compound with neuroleptic-like side effects.;RF: Ruhland M, Tulp M, Muesch HR, et al: Timelotem - an antipsychotic benzodiazepine. Pharmacopsychiatry 19: 218-219, 1986 - Ruhland M, Fuchs AM: Lack of antagonism by Ro 15-1788 on timelotem (KC 7507) - a benzodiazepine with antipsychotic and anxiolytic properties. Pharmacopsychiatry 19: 216-217, 1986. N O2N HO O CH3;Ruhland M, Tulp M, Muesch HR, et al: Timelotem - an antipsychotic benzodiazepine. Pharmacopsychiatry 19: 218-219, 1986 - Ruhland M, Fuchs AM: Lack of antagonism by Ro 15-1788 on timelotem (KC 7507) - a benzodiazepine with antipsychotic and anxiolytic properties. Pharmacopsychiatry 19: 216-217, 1986. N O2N HO O CH3;;;;;;;timelotem;;;
196;A.III.2 0a ;Pentiapine;is in the ;benzodiazepine; category of antipsychotic.;It has a;;;;full chemical formula of ;5-(4-methylpiperazinyl)imidazo[2,1-b][1,3,5] benzthiadiazepine;. ;Pentiapine; has been marketed or used in ;Switzerland; under the trade or premarketing names of ;CGS 10.746;NM: CGS 10.746 Ciba-Geigy, CH;. ;Benzothiadiazepine derivative with neuroleptic-like pharmacological profile. Atypical antipsychotic properties. Decreases DA release. Effective anti-conflict agent.;RF: Altar CA, Boyar WC, Wasley A, et al: Dopamine neurochemical profile of atypical antipsychotics resembles that of D-1 antagonists. Naun Schmied Arch Pharmacol 338: 162-168, 1988 - Schechter MD, Boja JW: CGS 10746 B is able to attenuate the effects of amphetamine: further evidence for dopaminergic mediation. Pharmacol Biochem Behav 30: 1089-1092, 1988.;Altar CA, Boyar WC, Wasley A, et al: Dopamine neurochemical profile of atypical antipsychotics resembles that of D-1 antagonists. Naun Schmied Arch Pharmacol 338: 162-168, 1988 - Schechter MD, Boja JW: CGS 10746 B is able to attenuate the effects of amphetamine: further evidence for dopaminergic mediation. Pharmacol Biochem Behav 30: 1089-1092, 1988.;;;;;;;pentiapine;;;
197;A.III.2 0a ;KC 5944;is in the ;benzodiazepine; category of antipsychotic.;It has a;;;;full chemical formula of ;1,2,3,4,4a,5-hexahydro-3-methyl-7(2-thienyl) pyrazino[1,2-a] [1,4]benzodiazepine;. ;KC 5944; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Tricyclic benzodiazepine-type psychotropic. Does not bind to BDZ receptors. Pharmacological profile similar to that of neuroleptics. Antiaggressive properties at high doses.;RF: Ruhland M, Liepmann H, Muesch HR, et al: 1,2 Anellated 1,4- benzodiazepine derivatives - a new class of antipsychotics. Pharmacopsychiatry 18: 174-177, 1985.;Ruhland M, Liepmann H, Muesch HR, et al: 1,2 Anellated 1,4- benzodiazepine derivatives - a new class of antipsychotics. Pharmacopsychiatry 18: 174-177, 1985.;;;;;;;KC 5944;;;
198;A.III.2 0a ;NNC 687;is in the ;benzodiazepine; category of antipsychotic.;It has a;;;;full chemical formula of ;8-nitro-7-hydroxy-3-methyl-5(7-(2,3-dihydrobenzofuranyl))- 2,3,4,5-tetrahydro-1H-3-benzapine;. ;NNC 687; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;D /D antagonist. Potential antipsychotic, anxiolytic and 1 2 antidepressant. T½ in healthy volunteers: 3-6 hrs. Discontinued at phase II clinical trials level.;RF: Sloth-Nielsen M, Christensen JV, Ynddal L, Skrumsager BK: Phase I clinical trials of dopamine D 1 receptor antagonists. Neuropsychopharmacology 10 (n° 3S, part 1): 236S (abst. S-44-204), 1994 - Karle J, Gerlach J, Clemmensen L & al: NNC 010687, a selective dopamine D antagonist, in the treatment of 1 schizophrenia. A phase II clinical trial. Eur Neuropsychopharmacology 5/3: 337 (abstr P-4-33), 1995 - Skrumsager BK, Christenen JV, Snel S, Seiberling M: Tolerability, safety and pharmacokinetics of single dose and multiple dosing of the D antagonist NNC 01-0687 in healthy subjects. Psychopharmacology 1 121: 294-299, 1995. N Cl HO CH3;Sloth-Nielsen M, Christensen JV, Ynddal L, Skrumsager BK: Phase I clinical trials of dopamine D 1 receptor antagonists. Neuropsychopharmacology 10 (n° 3S, part 1): 236S (abst. S-44-204), 1994 - Karle J, Gerlach J, Clemmensen L & al: NNC 010687, a selective dopamine D antagonist, in the treatment of 1 schizophrenia. A phase II clinical trial. Eur Neuropsychopharmacology 5/3: 337 (abstr P-4-33), 1995 - Skrumsager BK, Christenen JV, Snel S, Seiberling M: Tolerability, safety and pharmacokinetics of single dose and multiple dosing of the D antagonist NNC 01-0687 in healthy subjects. Psychopharmacology 1 121: 294-299, 1995. N Cl HO CH3;;;;;;;NNC 687 (NO 687, NNC01-0687 );;;
199;A.III.2 0.b ;NNC-22-0010;is in the ;benzazepine; category of antipsychotic.;It has a;;;;full chemical formula of ;(R)-(+)-8-chloro-2,3,4,5-tetrahydro-3-methyl-5-phenyl-1H-3- benzazepin-7-ol;. ;NNC-22-0010; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Dopamine D receptor antagonist. Potential antipsychotic agent, 1 not fitting into established categories of psychotropics. Nearly same affinity for D and D receptors. Highly selective and very 1 3 potent dopamine D receptor antagonist. Comparative studies 1 against D antagonists in schizophrenia. Development apparently 2 discontinued.;RF: Meshul CK, Lanowsky A, Casey DE, & al: Coadministration of haloperidol and SCH-23390 prevents the increase in 'perforated' synapses due to either drug alone. Neuropsychopharmacology 7/4: 285-293, 1992 - Ozaki T, Yokotani N, Katsumoto E & al: The difference amongst effects of haloperidol, (-)sulpiride and SCH 23390 on the expression of c-fos and c-jun m RNA induction. Eur Neuropsychopharmacol 4/3: 365 (Abstr P-3-2), 1994 - Salmi P, Svensson TH, Ahlenius S: d-Amphetamine-induced abnormal behavior in rat antagonized by SCH 23390 or raclopride. Eur Neuropsychopharmacol 5/3: 332-333 (abstr P-4-19), 1995.;Meshul CK, Lanowsky A, Casey DE, & al: Coadministration of haloperidol and SCH-23390 prevents the increase in 'perforated' synapses due to either drug alone. Neuropsychopharmacology 7/4: 285-293, 1992 - Ozaki T, Yokotani N, Katsumoto E & al: The difference amongst effects of haloperidol, (-)sulpiride and SCH 23390 on the expression of c-fos and c-jun m RNA induction. Eur Neuropsychopharmacol 4/3: 365 (Abstr P-3-2), 1994 - Salmi P, Svensson TH, Ahlenius S: d-Amphetamine-induced abnormal behavior in rat antagonized by SCH 23390 or raclopride. Eur Neuropsychopharmacol 5/3: 332-333 (abstr P-4-19), 1995.;;;;;;;NNC-22-0010 (SCH 23.390);;;
200;A.III.2 0.b ;SCH 39.166;is in the ;benzazepine; category of antipsychotic.;It has a;;;;full chemical formula of ;6aS-trans-11-chloro-6,6a,7,8,9,13b-hexahydro-7-methyl-5Hbenzo[ d]napht[2,1-b]azepin-12-ol;. ;SCH 39.166; has been marketed or used in ;; under the trade or premarketing names of ;;;. ;Selective and potent dopamine D receptor antagonist. Potential 1 antipsychotic. Few side-effects anticipated. Longer acting in animal experiences than previously available D antagonists. Phase II 1 clinical trials. Further development apparently discontinued.;RF: Chipkin RE, Iorio LC, Coffin VL, & al: Pharmacological profile of SCH 39.166: A dopamine D selective 1 benzonaphthazepine with potential antipsychotic activity. J Pharmacol Exp Ther 247: 1093-1102, 1988 - Karlsson P, Smith L, Farde L, & al: Lack of apparent antipsychotic effect of the dopamine D receptor 1 antagonist SCH 39166 in schizophrenia. Neuropsychopharmacology vol 10 (n°35, part 2): 325 (abs O-85- 124), 1994 - de Beaurepair R, Labelle A, Nader D & al: An open trial of the D antagonist SCH 39166 1 in six cases of acute psychotic states. Psychopharmacology 121: 323-327, 1995.;Chipkin RE, Iorio LC, Coffin VL, & al: Pharmacological profile of SCH 39.166: A dopamine D selective 1 benzonaphthazepine with potential antipsychotic activity. J Pharmacol Exp Ther 247: 1093-1102, 1988 - Karlsson P, Smith L, Farde L, & al: Lack of apparent antipsychotic effect of the dopamine D receptor 1 antagonist SCH 39166 in schizophrenia. Neuropsychopharmacology vol 10 (n°35, part 2): 325 (abs O-85- 124), 1994 - de Beaurepair R, Labelle A, Nader D & al: An open trial of the D antagonist SCH 39166 1 in six cases of acute psychotic states. Psychopharmacology 121: 323-327, 1995.;;;;;;;SCH 39.166;;;
;A.III.2 0.b ;Receptor-binding profiles of recent antipsychotic;;benzazepine;;;;;;;;;Receptor-binding profiles of recent antipsychotic;;;;;;;;; ;;;;;;;Receptor-binding profiles of recent antipsychotic;;;
;;sulpiride/ amisulpride;;;;;;;;;;;sulpiride/ amisulpride;;;;;;;;;;;;;;;;sulpiride/ amisulpride;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;risperidone;;;;;;;;;;;risperidone;;;;;;;;;;;;;;;;risperidone (sertindole, ziprasid (o (n (e () () () () () () () () () ()))));;;e
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;clozapine;;;;;;;;;;;clozapine;;;;;;;;RF: Ref.: Gerlach J, Peacock L: New antipsychotics: The present status. Int Clin Psychopharmacol 10 (suppl 3): 39-48, 1995.;Gerlach J, Peacock L: New antipsychotics: The present status. Int Clin Psychopharmacol 10 (suppl 3): 39-48, 1995.;;;;;;;clozapine;;;
;;quetiapine;;;;;;;;;;;quetiapine;;;;;;;;;;;;;;;;quetiapine;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ID_Con;Name;Sub Heading 1;Text 1;Sub Heading 2;Text 2;Sub Heading 3;Text 3;Sub Heading 4;Text 4;;;;;;;;;;;;;;;;;;;;;;;
